binomial	stateabr
Opuntia decumbens	QRO
Opuntia dejecta	QRO
Opuntia dillenii	QRO
Opuntia durangensis	QRO
Opuntia elizondoana	QRO
Opuntia engelmannii	QRO
Opuntia fuliginosa	QRO
Opuntia guilanchi	QRO
Opuntia hyptiacantha	QRO
Opuntia jaliscana	QRO
Opuntia joconostle	QRO
Opuntia karwinskiana	QRO
Opuntia lasiacantha	QRO
Opuntia leucotricha	QRO
Opuntia megacantha	QRO
Opuntia microdasys	QRO
Opuntia orbiculata	QRO
Opuntia pachyrrhiza	QRO
Opuntia pubescens	QRO
Opuntia rastrera	QRO
Opuntia robusta	QRO
Opuntia scheeri	QRO
Opuntia spinulifera	QRO
Opuntia stenopetala	QRO
Opuntia streptacantha	QRO
Opuntia stricta	QRO
Opuntia tomentosa	QRO
Opuntia velutina	QRO
Opuntia zamudioi	QRO
Pachycereus weberi	QRO
Peniocereus serpentinus	QRO
Pereskiopsis aquosa	QRO
Pereskiopsis diguetii	QRO
Pereskiopsis rotundifolia	QRO
Pilosocereus cometes	QRO
Pilosocereus leucocephalus	QRO
Rhipsalis baccifera	QRO
Selenicereus spinulosus	QRO
Stenocactus anfractuosus	QRO
Stenocactus crispatus	QRO
Stenocactus dichroacanthus	QRO
Stenocactus heteracanthus	QRO
Stenocactus lamellosus	QRO
Stenocactus multicostatus	QRO
Stenocactus obvallatus	QRO
Stenocactus ochoterenianus	QRO
Stenocactus pentacanthus	QRO
Stenocactus phyllacanthus	QRO
Stenocactus sulphureus	QRO
Stenocactus vaupelianus	QRO
Stenocereus dumortieri	QRO
Stenocereus griseus	QRO
Stenocereus pruinosus	QRO
Stenocereus queretaroensis	QRO
Strombocactus corregidorae	QRO
Strombocactus disciformis	QRO
Thelocactus hastifer	QRO
Thelocactus hexaedrophorus	QRO
Thelocactus leucacanthus	QRO
Turbinicarpus horripilus	QRO
Turbinicarpus pseudomacrochele	QRO
Calceolaria mexicana	QRO
Diastatea micrantha	QRO
Diastatea tenera	QRO
Hippobroma longiflora	QRO
Lobelia anatina	QRO
Lobelia berlandieri	QRO
Lobelia cardinalis	QRO
Lobelia divaricata	QRO
Lobelia ehrenbergii	QRO
Lobelia fenestralis	QRO
Lobelia gruina	QRO
Lobelia laxiflora	QRO
Lobelia nana	QRO
Lobelia orientalis	QRO
Lobelia porphyrea	QRO
Lobelia purpusii	QRO
Lobelia sartorii	QRO
Lobelia tarsophora	QRO
Lobelia xalapensis	QRO
Pseudonemacladus oppositifolius	QRO
Triodanis perfoliata	QRO
Aphananthe monoica	QRO
Celtis caudata	QRO
Celtis ehrenbergiana	QRO
Celtis iguanaea	QRO
Celtis laevigata	QRO
Celtis reticulata	QRO
Trema micrantha	QRO
Capparidastrum frondosum	QRO
Crateva tapia	QRO
Quadrella incana	QRO
Quadrella indica	QRO
Abelia floribunda	QRO
Abelia grandifolia	QRO
Lonicera mexicana	QRO
Lonicera pilosa	QRO
Symphoricarpos microphyllus	QRO
Valeriana albonervata	QRO
Valeriana ceratophylla	QRO
Valeriana clematitis	QRO
Valeriana densiflora	QRO
Valeriana laciniosa	QRO
Valeriana moorei	QRO
Valeriana otomiana	QRO
Valeriana palmeri	QRO
Valeriana robertianifolia	QRO
Valeriana scandens	QRO
Valeriana sorbifolia	QRO
Valeriana zamoranensis	QRO
Carica papaya	QRO
Jarilla caudata	QRO
Jarilla heterophylla	QRO
Jarilla nana	QRO
Arenaria bourgaei	QRO
Arenaria lanuginosa	QRO
Arenaria lycopodioides	QRO
Arenaria mexicana	QRO
Arenaria reptans	QRO
Cerastium brachypodum	QRO
Cerastium nutans	QRO
Cerastium purpusii	QRO
Cerdia congestiflora	QRO
Drymaria arenarioides	QRO
Drymaria effusa	QRO
Drymaria fendleri	QRO
Drymaria glandulosa	QRO
Drymaria gracilis	QRO
Drymaria laxiflora	QRO
Drymaria molluginea	QRO
Drymaria multiflora	QRO
Drymaria tenuis	QRO
Drymaria xerophylla	QRO
Paronychia mexicana	QRO
Sagina saginoides	QRO
Silene laciniata	QRO
Spergularia mexicana	QRO
Stellaria cuspidata	QRO
Stellaria ovata	QRO
Stellaria umbellata	QRO
Acanthothamnus aphyllus	QRO
Crossopetalum uragoga	QRO
Elaeodendron xylocarpum	QRO
Euonymus benthamii	QRO
Maytenus phyllanthoides	QRO
Mortonia greggii	QRO
Mortonia latisepala	QRO
Pristimera celastroides	QRO
Rzedowskia tolantongensis	QRO
Schaefferia pilosa	QRO
Wimmeria bartlettii	QRO
Wimmeria concolor	QRO
Ceratophyllum demersum	QRO
Helianthemum argenteum	QRO
Helianthemum coulteri	QRO
Helianthemum glomeratum	QRO
Helianthemum patens	QRO
Helianthemum pugae	QRO
Lechea mucronata	QRO
Lechea tripetala	QRO
Andinocleome magnifica	QRO
Cleome potosina	QRO
Cleoserrata speciosa	QRO
Hemiscola aculeata	QRO
Melidiscus viridiflorus	QRO
Morisonia americana	QRO
Polanisia dodecandra	QRO
Polanisia uniglandulosa	QRO
Clethra hartwegii	QRO
Clethra kenoyeri	QRO
Clethra macrophylla	QRO
Clethra mexicana	QRO
Clethra pringlei	QRO
Clethra suaveolens	QRO
Callisia fragrans	QRO
Callisia insignis	QRO
Callisia repens	QRO
Commelina coelestis	QRO
Commelina communis	QRO
Commelina congestispatha	QRO
Commelina dianthifolia	QRO
Commelina diffusa	QRO
Commelina erecta	QRO
Commelina leiocarpa	QRO
Commelina orchioides	QRO
Commelina queretarensis	QRO
Commelina ramosissima	QRO
Commelina socorrogonzaleziae	QRO
Commelina standleyi	QRO
Commelina tuberosa	QRO
Gibasis geniculata	QRO
Gibasis karwinskyana	QRO
Gibasis linearis	QRO
Gibasis pellucida	QRO
Gibasis pulchella	QRO
Thyrsanthemum floribundum	QRO
Thyrsanthemum macrophyllum	QRO
Tinantia erecta	QRO
Tradescantia brachyphylla	QRO
Tradescantia cirrifera	QRO
Tradescantia crassifolia	QRO
Tradescantia murilloae	QRO
Tradescantia nuevoleonensis	QRO
Tradescantia velutina	QRO
Tradescantia zanonia	QRO
Tradescantia zebrina	QRO
Tripogandra amplexicaulis	QRO
Tripogandra angustifolia	QRO
Tripogandra disgrega	QRO
Tripogandra purpurascens	QRO
Tripogandra serrulata	QRO
Rourea glabra	QRO
Convolvulus equitans	QRO
Cuscuta americana	QRO
Cuscuta boldinghii	QRO
Cuscuta cockerellii	QRO
Cuscuta corymbosa	QRO
Cuscuta denticulata	QRO
Cuscuta durangana	QRO
Cuscuta jalapensis	QRO
Cuscuta mitriformis	QRO
Cuscuta obtusiflora	QRO
Cuscuta rugosiceps	QRO
Cuscuta timida	QRO
Cuscuta tinctoria	QRO
Cuscuta tolteca	QRO
Cuscuta umbellata	QRO
Dichondra argentea	QRO
Dichondra sericea	QRO
Evolvulus alsinoides	QRO
Evolvulus nummularius	QRO
Evolvulus nuttallianus	QRO
Evolvulus prostratus	QRO
Evolvulus sericeus	QRO
Ipomoea alba	QRO
Ipomoea arborescens	QRO
Ipomoea aristolochiifolia	QRO
Ipomoea batatas	QRO
Ipomoea batatoides	QRO
Ipomoea capillacea	QRO
Ipomoea carnea	QRO
Ipomoea ciervensis	QRO
Ipomoea costellata	QRO
Ipomoea cristulata	QRO
Ipomoea cholulensis	QRO
Ipomoea dimorphophylla	QRO
Ipomoea dumetorum	QRO
Ipomoea dumosa	QRO
Ipomoea elongata	QRO
Ipomoea emetica	QRO
Ipomoea hartwegii	QRO
Ipomoea hederacea	QRO
Ipomoea hederifolia	QRO
Ipomoea indica	QRO
Ipomoea jacalana	QRO
Ipomoea jalapa	QRO
Ipomoea laeta	QRO
Ipomoea lindenii	QRO
Ipomoea longifolia	QRO
Ipomoea lozanii	QRO
Ipomoea madrensis	QRO
Ipomoea meyeri	QRO
Ipomoea murucoides	QRO
Ipomoea nil	QRO
Ipomoea orizabensis	QRO
Ipomoea pauciflora	QRO
Ipomoea pedicellaris	QRO
Ipomoea plummerae	QRO
Ipomoea populina	QRO
Ipomoea pubescens	QRO
Ipomoea purpurea	QRO
Ipomoea reticulata	QRO
Ipomoea rzedowskii	QRO
Ipomoea squamosa	QRO
Ipomoea stans	QRO
Ipomoea suaveolens	QRO
Ipomoea ternifolia	QRO
Ipomoea tiliacea	QRO
Ipomoea tricolor	QRO
Ipomoea trifida	QRO
Ipomoea triloba	QRO
Ipomoea wolcottiana	QRO
Jacquemontia oaxacana	QRO
Jacquemontia pentanthos	QRO
Merremia dissecta	QRO
Merremia quinquefolia	QRO
Merremia tuberosa	QRO
Merremia umbellata	QRO
Operculina pinnatifida	QRO
Turbina corymbosa	QRO
Cordia alliodora	QRO
Cordia boissieri	QRO
Cordia dentata	QRO
Varronia curassavica	QRO
Varronia globosa	QRO
Varronia macrocephala	QRO
Varronia oaxacana	QRO
Varronia podocephala	QRO
Varronia spinescens	QRO
Cornus disciflora	QRO
Cornus excelsa	QRO
Costus pulverulentus	QRO
Costus scaber	QRO
Crassula aquatica	QRO
Crassula viridis	QRO
Echeveria bifida	QRO
Echeveria coccinea	QRO
Echeveria elegans	QRO
Echeveria gibbiflora	QRO
Echeveria halbingeri	QRO
Echeveria hyalina	QRO
Echeveria lutea	QRO
Echeveria mucronata	QRO
Echeveria nuda	QRO
Echeveria rosea	QRO
Echeveria sanchez-mejoradae	QRO
Echeveria schaffneri	QRO
Echeveria secunda	QRO
Echeveria semivestita	QRO
Echeveria subrigida	QRO
Echeveria tenuifolia	QRO
Echeveria tolimanensis	QRO
Echeveria trianthina	QRO
Echeveria walpoleana	QRO
Graptopetalum mexicanum	QRO
Graptopetalum pachyphyllum	QRO
Pachyphytum bracteosum	QRO
Pachyphytum compactum	QRO
Pachyphytum garciae	QRO
Pachyphytum glutinicaule	QRO
Pachyphytum hookeri	QRO
Pachyphytum longifolium	QRO
Pachyphytum viride	QRO
Sedum botterii	QRO
Sedum bourgaei	QRO
Sedum calcaratum	QRO
Sedum calcicola	QRO
Sedum carinatifolium	QRO
Sedum clausenii	QRO
Sedum corynephyllum	QRO
Sedum dendroideum	QRO
Sedum ebracteatum	QRO
Sedum greggii	QRO
Sedum griseum	QRO
Sedum hemsleyanum	QRO
Sedum hultenii	QRO
Sedum humifusum	QRO
Sedum jerzedowskii	QRO
Sedum jurgensenii	QRO
Sedum latifilamentum	QRO
Sedum liebmannianum	QRO
Sedum minimum	QRO
Sedum mocinianum	QRO
Sedum moranense	QRO
Sedum oxypetalum	QRO
Sedum pachucense	QRO
Sedum praealtum	QRO
Sedum quevae	QRO
Sedum reptans	QRO
Sedum retusum	QRO
Villadia acuta	QRO
Villadia batesii	QRO
Villadia mexicana	QRO
Villadia misera	QRO
Villadia patula	QRO
Velascoa recondita	QRO
Apodanthera undulata	QRO
Cayaponia racemosa	QRO
Cucurbita ficifolia	QRO
Cucurbita foetidissima	QRO
Cucurbita mixta	QRO
Cucurbita okeechobeensis	QRO
Cucurbita pedatifolia	QRO
Cucurbita radicans	QRO
Cucurbita ×scabridifolia	QRO
Cyclanthera gracillima	QRO
Cyclanthera integrifolia	QRO
Cyclanthera jeffreyi	QRO
Cyclanthera langaei	QRO
Cyclanthera multifoliola	QRO
Cyclanthera ribiflora	QRO
Doyerea emetocathartica	QRO
Echinopepon coulteri	QRO
Echinopepon milleflorus	QRO
Echinopepon racemosus	QRO
Ibervillea lindheimeri	QRO
Melothria pendula	QRO
Microsechium palmatum	QRO
Parasicyos maculatus	QRO
Peponopsis adhaerens	QRO
Schizocarpum parviflorum	QRO
Schizocarpum reflexum	QRO
Sechiopsis triquetra	QRO
Sechium compositum	QRO
Sechium edule	QRO
Sechium mexicanum	QRO
Sicydium tamnifolium	QRO
Sicydium tuerckheimii	QRO
Sicyos guatemalensis	QRO
Sicyos laciniatus	QRO
Sicyos longisepalus	QRO
Sicyos microphyllus	QRO
Sicyos parviflorus	QRO
Abildgaardia mexicana	QRO
Bolboschoenus maritimus	QRO
Bulbostylis capillaris	QRO
Bulbostylis juncoides	QRO
Carex anisostachys	QRO
Carex asynchrona	QRO
Carex evadens	QRO
Carex hultenii	QRO
Carex involucratella	QRO
Carex longicaulis	QRO
Carex peucophila	QRO
Carex pinophila	QRO
Carex polystachya	QRO
Carex queretarensis	QRO
Carex schiedeana	QRO
Carex vallicola	QRO
Carex xalapensis	QRO
Cladium jamaicense	QRO
Cyperus aggregatus	QRO
Cyperus calderoniae	QRO
Cyperus canus	QRO
Cyperus elegans	QRO
Cyperus esculentus	QRO
Cyperus fendlerianus	QRO
Cyperus flavescens	QRO
Cyperus hermaphroditus	QRO
Cyperus humilis	QRO
Cyperus imbricatus	QRO
Cyperus laevigatus	QRO
Cyperus luzulae	QRO
Cyperus manimae	QRO
Cyperus megalanthus	QRO
Cyperus mutisii	QRO
Cyperus niger	QRO
Cyperus ochraceus	QRO
Cyperus odoratus	QRO
Cyperus reflexus	QRO
Cyperus retroflexus	QRO
Cyperus seslerioides	QRO
Cyperus spectabilis	QRO
Cyperus squarrosus	QRO
Cyperus surinamensis	QRO
Cyperus tenuis	QRO
Cyperus virens	QRO
Cypringlea analecta	QRO
Eleocharis acicularis	QRO
Eleocharis bonariensis	QRO
Eleocharis densa	QRO
Eleocharis dombeyana	QRO
Eleocharis elegans	QRO
Eleocharis filiculmis	QRO
Eleocharis geniculata	QRO
Eleocharis interstincta	QRO
Eleocharis macrostachya	QRO
Eleocharis montana	QRO
Eleocharis montevidensis	QRO
Eleocharis radicans	QRO
Eleocharis rostellata	QRO
Fimbristylis dichotoma	QRO
Fuirena repens	QRO
Fuirena simplex	QRO
Karinia mexicana	QRO
Kyllinga odorata	QRO
Kyllinga pumila	QRO
Rhynchospora colorata	QRO
Rhynchospora radicans	QRO
Scleria lithosperma	QRO
Scleria melaleuca	QRO
Scleria oligantha	QRO
Scleria reticularis	QRO
Schoenoplectus californicus	QRO
Schoenoplectus tabernaemontani	QRO
Bdallophytum americanum	QRO
Couepia polyandra	QRO
Dichapetalum donnell-smithii	QRO
Dioscorea convolvulacea	QRO
Dioscorea dugesii	QRO
Dioscorea galeottiana	QRO
Dioscorea jaliscana	QRO
Dioscorea matudae	QRO
Dioscorea mexicana	QRO
Dioscorea militaris	QRO
Dioscorea minima	QRO
Dioscorea ulinei	QRO
Perrottetia ovata	QRO
Diospyros conzattii	QRO
Diospyros ebenaster	QRO
Diospyros palmeri	QRO
Diospyros riojae	QRO
Diospyros xolocotzii	QRO
Ehretia anacua	QRO
Ehretia latifolia	QRO
Ehretia tinifolia	QRO
Lennoa madreporoides	QRO
Tiquilia canescens	QRO
Tiquilia mexicana	QRO
Tiquilia purpusii	QRO
Elatine brachysperma	QRO
Agarista mexicana	QRO
Arbutus arizonica	QRO
Arbutus bicolor	QRO
Arbutus tessellata	QRO
Arbutus xalapensis	QRO
Arctostaphylos lanata	QRO
Arctostaphylos pungens	QRO
Bejaria aestuans	QRO
Comarostaphylis arbutoides	QRO
Comarostaphylis discolor	QRO
Comarostaphylis glaucescens	QRO
Comarostaphylis longifolia	QRO
Comarostaphylis mucronata	QRO
Comarostaphylis polifolia	QRO
Comarostaphylis spinulosa	QRO
Chimaphila maculata	QRO
Chimaphila umbellata	QRO
Gaultheria acuminata	QRO
Gaultheria erecta	QRO
Lyonia squamulosa	QRO
Monotropa hypopitys	QRO
Pernettya ciliata	QRO
Pernettya prostrata	QRO
Vaccinium caespitosum	QRO
Vaccinium confertum	QRO
Vaccinium leucanthum	QRO
Vaccinium stamineum	QRO
Eriocaulon bilobatum	QRO
Eriocaulon jaliscanum	QRO
Eriocaulon schiedeanum	QRO
Erythroxylum areolatum	QRO
Acalypha adenostachya	QRO
Acalypha arvensis	QRO
Acalypha botteriana	QRO
Acalypha brevicaulis	QRO
Acalypha diversifolia	QRO
Acalypha havanensis	QRO
Acalypha langiana	QRO
Acalypha macrostachya	QRO
Acalypha macrostachyoides	QRO
Acalypha mexicana	QRO
Acalypha mollis	QRO
Acalypha monostachya	QRO
Acalypha multiflora	QRO
Acalypha neomexicana	QRO
Acalypha persimilis	QRO
Acalypha phleoides	QRO
Acalypha schiedeana	QRO
Acalypha schlechtendaliana	QRO
Acalypha synoica	QRO
Acalypha vagans	QRO
Adelia barbinervis	QRO
Adelia oaxacana	QRO
Alchornea latifolia	QRO
Astraea lobata	QRO
Bernardia albida	QRO
Bernardia dodecandra	QRO
Bernardia mexicana	QRO
Cnidoscolus aconitifolius	QRO
Cnidoscolus albidus	QRO
Cnidoscolus multilobus	QRO
Cnidoscolus tubulosus	QRO
Croton adspersus	QRO
Croton argenteus	QRO
Croton axillaris	QRO
Croton ciliatoglandulifer	QRO
Croton cortesianus	QRO
Croton dioicus	QRO
Croton draco	QRO
Croton ehrenbergii	QRO
Croton fruticulosus	QRO
Croton gomezii	QRO
Croton humilis	QRO
Croton hypoleucus	QRO
Croton incanus	QRO
Croton jucundus	QRO
Croton mazapensis	QRO
Croton morifolius	QRO
Croton niveus	QRO
Croton pedicellatus	QRO
Croton pottsii	QRO
Croton reflexifolius	QRO
Croton soliman	QRO
Croton suaveolens	QRO
Chiropetalum astroplethos	QRO
Chiropetalum schiedeanum	QRO
Dalechampia scandens	QRO
Dalembertia populifolia	QRO
Ditaxis guatemalensis	QRO
Ditaxis heterantha	QRO
Ditaxis pringlei	QRO
Ditaxis serrata	QRO
Euphorbia albomarginata	QRO
Euphorbia antisiphylitica	QRO
Euphorbia anychioides	QRO
Euphorbia berteroana	QRO
Euphorbia bracteata	QRO
Euphorbia calcarata	QRO
Euphorbia capitellata	QRO
Euphorbia colletioides	QRO
Euphorbia cumbrae	QRO
Euphorbia cyathophora	QRO
Euphorbia delicatula	QRO
Euphorbia densiflora	QRO
Euphorbia dentata	QRO
Euphorbia dioeca	QRO
Euphorbia dioscoreoides	QRO
Euphorbia eriantha	QRO
Euphorbia furcillata	QRO
Euphorbia graminea	QRO
Euphorbia heterophylla	QRO
Euphorbia hirta	QRO
Euphorbia hypericifolia	QRO
Euphorbia hyssopifolia	QRO
Euphorbia indivisa	QRO
Euphorbia lacera	QRO
Euphorbia lancifolia	QRO
Euphorbia lasiocarpa	QRO
Euphorbia macropus	QRO
Euphorbia maculata	QRO
Euphorbia mendezii	QRO
Euphorbia misella	QRO
Euphorbia nocens	QRO
Euphorbia nutans	QRO
Euphorbia ocymoidea	QRO
Euphorbia ophthalmica	QRO
Euphorbia potosina	QRO
Euphorbia prostrata	QRO
Euphorbia pulcherrima	QRO
Euphorbia radians	QRO
Euphorbia schiedeana	QRO
Euphorbia schlechtendalii	QRO
Euphorbia serpens	QRO
Euphorbia serpyllifolia	QRO
Euphorbia sonorae	QRO
Euphorbia stictospora	QRO
Euphorbia subpeltata	QRO
Euphorbia tanquahuete	QRO
Euphorbia thymifolia	QRO
Euphorbia tithymaloides	QRO
Euphorbia velleriflora	QRO
Euphorbia villifera	QRO
Garcia nutans	QRO
Gymnanthes longipes	QRO
Gymnanthes riparia	QRO
Hura polyandra	QRO
Jatropha curcas	QRO
Jatropha dioica	QRO
Manihot aesculifolia	QRO
Manihot esculenta	QRO
Manihot pringlei	QRO
Manihot rhomboidea	QRO
Sapium macrocarpum	QRO
Sebastiania pavoniana	QRO
Stillingia acutifolia	QRO
Stillingia sanguinolenta	QRO
Stillingia zelayensis	QRO
Tragia glanduligera	QRO
Tragia mexicana	QRO
Tragia nepetifolia	QRO
Tragia ramosa	QRO
Acaciella angustissima	QRO
Acaciella tequilana	QRO
Acmispon oroboides	QRO
Aeschynomene americana	QRO
Albizia occidentalis	QRO
Albizia tomentosa	QRO
Amicia zygomeris	QRO
Astragalus guatemalensis	QRO
Astragalus hidalgensis	QRO
Astragalus hypoleucus	QRO
Astragalus micranthus	QRO
Astragalus mollissimus	QRO
Astragalus nuttallianus	QRO
Astragalus oxyrhynchus	QRO
Astragalus strigulosus	QRO
Astragalus wootonii	QRO
Bauhinia coulteri	QRO
Bauhinia chapulhuacania	QRO
Bauhinia dipetala	QRO
Bauhinia divaricata	QRO
Bauhinia macranthera	QRO
Bauhinia ramosissima	QRO
Brongniartia argentea	QRO
Brongniartia discolor	QRO
Brongniartia foliolosa	QRO
Brongniartia glabrata	QRO
Brongniartia hirsuta	QRO
Brongniartia intermedia	QRO
Brongniartia magnibracteata	QRO
Brongniartia parryi	QRO
Brongniartia podalyrioides	QRO
Brongniartia pringlei	QRO
Caesalpinia pringlei	QRO
Calopogonium caeruleum	QRO
Calliandra biflora	QRO
Calliandra eriophylla	QRO
Calliandra grandiflora	QRO
Calliandra houstoniana	QRO
Calliandra humilis	QRO
Canavalia glabra	QRO
Canavalia hirsutissima	QRO
Canavalia septentrionalis	QRO
Canavalia villosa	QRO
Centrosema plumieri	QRO
Centrosema pubescens	QRO
Centrosema sagittatum	QRO
Centrosema virginianum	QRO
Cercis canadensis	QRO
Cojoba arborea	QRO
Cologania angustifolia	QRO
Cologania biloba	QRO
Cologania broussonetii	QRO
Cologania intermedia	QRO
Cologania obovata	QRO
Cologania rufescens	QRO
Conzattia multiflora	QRO
Coulteria platyloba	QRO
Coursetia caribaea	QRO
Coursetia glandulosa	QRO
Coursetia hidalgoana	QRO
Coursetia pumila	QRO
Crotalaria incana	QRO
Crotalaria micans	QRO
Crotalaria mollicula	QRO
Crotalaria pumila	QRO
Crotalaria rotundifolia	QRO
Crotalaria sagittalis	QRO
Crotalaria vitellina	QRO
Chamaecrista glandulosa	QRO
Chamaecrista greggii	QRO
Chamaecrista nictitans	QRO
Chamaecrista pilosa	QRO
Chamaecrista rufa	QRO
Dalbergia congestiflora	QRO
Dalbergia glabra	QRO
Dalbergia palo-escrito	QRO
Dalea bicolor	QRO
Dalea brachystachys	QRO
Dalea carthagenensis	QRO
Dalea caudata	QRO
Dalea cliffortiana	QRO
Dalea dorycnioides	QRO
Dalea estoraxana	QRO
Dalea filiciformis	QRO
Dalea foliolosa	QRO
Dalea greggii	QRO
Dalea hegewischiana	QRO
Dalea humilis	QRO
Dalea leporina	QRO
Dalea leucosericea	QRO
Dalea luisana	QRO
Dalea lutea	QRO
Dalea melantha	QRO
Dalea minutifolia	QRO
Dalea obovatifolia	QRO
Dalea prostrata	QRO
Dalea reclinata	QRO
Dalea rosarum	QRO
Dalea scandens	QRO
Dalea sericea	QRO
Dalea versicolor	QRO
Dalea zimapanica	QRO
Dermatophyllum secundiflorum	QRO
Desmanthus painteri	QRO
Desmanthus pumilus	QRO
Desmanthus virgatus	QRO
Desmodium adscendens	QRO
Desmodium affine	QRO
Desmodium aparines	QRO
Desmodium axillare	QRO
Desmodium caripense	QRO
Desmodium cinereum	QRO
Desmodium densiflorum	QRO
Desmodium glutinosum	QRO
Desmodium grahamii	QRO
Desmodium hartwegianum	QRO
Desmodium incanum	QRO
Desmodium intortum	QRO
Desmodium macropodium	QRO
Desmodium molliculum	QRO
Desmodium neomexicanum	QRO
Desmodium nicaraguense	QRO
Desmodium orbiculare	QRO
Desmodium plicatum	QRO
Desmodium prehensile	QRO
Desmodium procumbens	QRO
Desmodium psilophyllum	QRO
Desmodium retinens	QRO
Desmodium scorpiurus	QRO
Desmodium strobilaceum	QRO
Desmodium subspicatum	QRO
Desmodium tortuosum	QRO
Desmodium uncinatum	QRO
Diphysa americana	QRO
Diphysa macrocarpa	QRO
Diphysa suberosa	QRO
Ebenopsis ebano	QRO
Enterolobium cyclocarpum	QRO
Erythrina americana	QRO
Erythrina flabelliformis	QRO
Erythrina herbacea	QRO
Erythrina leptorhiza	QRO
Erythrina montana	QRO
Erythrina standleyana	QRO
Eysenhardtia platycarpa	QRO
Eysenhardtia polystachya	QRO
Eysenhardtia punctata	QRO
Eysenhardtia subcoriacea	QRO
Eysenhardtia texana	QRO
Galactia argentea	QRO
Galactia brachystachya	QRO
Galactia wrightii	QRO
Gliricidia sepium	QRO
Harpalyce arborescens	QRO
Harpalyce pringlei	QRO
Havardia pallens	QRO
Hesperothamnus ehrenbergii	QRO
Hoffmannseggia glauca	QRO
Hoffmannseggia humilis	QRO
Hoffmannseggia oxycarpa	QRO
Hoffmannseggia watsonii	QRO
Indigofera cuernavacana	QRO
Indigofera jamaicensis	QRO
Indigofera miniata	QRO
Indigofera suffruticosa	QRO
Indigofera thibaudiana	QRO
Inga huastecana	QRO
Inga latibracteata	QRO
Inga oerstediana	QRO
Inga schiedeana	QRO
Inga vera	QRO
Lathyrus parvifolius	QRO
Lathyrus schaffneri	QRO
Leptospron adenanthum	QRO
Leucaena cuspidata	QRO
Leucaena esculenta	QRO
Leucaena leucocephala	QRO
Leucaena pulverulenta	QRO
Lonchocarpus caudatus	QRO
Lonchocarpus hidalgensis	QRO
Lonchocarpus rugosus	QRO
Lonchocarpus santarosanus	QRO
Lotus repens	QRO
Lupinus campestris	QRO
Lupinus elegans	QRO
Lupinus leptophyllus	QRO
Lupinus mexicanus	QRO
Lupinus montanus	QRO
Lupinus persistens	QRO
Lupinus splendens	QRO
Lupinus stipulatus	QRO
Lysiloma acapulcense	QRO
Lysiloma divaricatum	QRO
Macroptilium atropurpureum	QRO
Macroptilium gibbosifolium	QRO
Macroptilium lathyroides	QRO
Machaerium biovulatum	QRO
Machaerium lunatum	QRO
Machaerium riparium	QRO
Marina neglecta	QRO
Marina nutans	QRO
Marina procumbens	QRO
Marina scopa	QRO
Mariosousa coulteri	QRO
Mariosousa mammifera	QRO
Mimosa aculeaticarpa	QRO
Mimosa albida	QRO
Mimosa depauperata	QRO
Mimosa lacerata	QRO
Mimosa leucaenoides	QRO
Mimosa malacophylla	QRO
Mimosa monancistra	QRO
Mimosa pigra	QRO
Mimosa pringlei	QRO
Mimosa puberula	QRO
Mimosa rhodocarpa	QRO
Mimosa similis	QRO
Mimosa texana	QRO
Mimosa zimapanensis	QRO
Mimosa zygophylla	QRO
Mucuna argyrophylla	QRO
Mucuna pruriens	QRO
Neptunia pubescens	QRO
Nissolia fruticosa	QRO
Nissolia laxior	QRO
Nissolia leiogyne	QRO
Nissolia microptera	QRO
Nissolia platycarpa	QRO
Nissolia pringlei	QRO
Nissolia wislizenii	QRO
Orbexilum melanocarpum	QRO
Oxyrhynchus volubilis	QRO
Pachyrhizus erosus	QRO
Painteria elachistophylla	QRO
Painteria leptophylla	QRO
Painteria revoluta	QRO
Parkinsonia aculeata	QRO
Pediomelum palmeri	QRO
Pediomelum rhombifolium	QRO
Phaseolus acutifolius	QRO
Phaseolus anisotrichos	QRO
Phaseolus coccineus	QRO
Phaseolus filiformis	QRO
Phaseolus lunatus	QRO
Phaseolus maculatus	QRO
Phaseolus micranthus	QRO
Phaseolus pedicellatus	QRO
Phaseolus pluriflorus	QRO
Phaseolus polymorphus	QRO
Phaseolus scabrellus	QRO
Phaseolus vulgaris	QRO
Phaseolus zimapanensis	QRO
Piscidia piscipula	QRO
Pithecellobium dulce	QRO
Pithecellobium insigne	QRO
Pithecellobium lanceolatum	QRO
Pithecellobium unguis-cati	QRO
Poincianella mexicana	QRO
Pomaria glandulosa	QRO
Pomaria melanosticta	QRO
Prosopis juliflora	QRO
Prosopis laevigata	QRO
Rhynchosia edulis	QRO
Rhynchosia longeracemosa	QRO
Rhynchosia minima	QRO
Rhynchosia prostrata	QRO
Rhynchosia senna	QRO
Senegalia anisophylla	QRO
Senegalia berlandieri	QRO
Senegalia crassifolia	QRO
Senegalia micrantha	QRO
Senegalia occidentalis	QRO
Senegalia painteri	QRO
Senegalia reniformis	QRO
Senegalia roemeriana	QRO
Senegalia sororia	QRO
Senegalia subangulata	QRO
Senegalia subsessilis	QRO
Senegalia tenuifolia	QRO
Senna arida	QRO
Senna atomaria	QRO
Senna cobanensis	QRO
Senna crotalarioides	QRO
Senna demissa	QRO
Senna guatemalensis	QRO
Senna hirsuta	QRO
Senna lindheimeriana	QRO
Senna multiglandulosa	QRO
Senna obtusifolia	QRO
Senna occidentalis	QRO
Senna pendula	QRO
